-63.442, -0.112, 49.026
-63.121, 1.854, 63.962
-62.321, 3.683, 77.472
-61.237, 5.362, 86.531
-59.986, 6.922, 87.398
-58.641, 8.401, 84.442
-57.24, 9.829, 81.379
-55.812, 11.229, 78.196
-54.378, 12.623, 74.877
-52.96, 14.033, 71.404
-51.58, 15.481, 67.754
-50.271, 16.993, 63.896
-49.086, 18.602, 59.791
-48.11, 20.345, 55.386
-47.502, 22.244, 50.607
-46.492, 23.333, 100
-44.492, 23.333, 100
-42.492, 23.333, 100
-40.492, 23.333, 100
-38.492, 23.333, 100
-36.492, 23.333, 100
-34.492, 23.333, 100
-32.492, 23.333, 100
-30.492, 23.333, 100
-28.492, 23.333, 100
-26.492, 23.333, 100
-24.492, 23.333, 100
-22.6, 23.792, 100
-20.814, 24.69, 100
-19.027, 25.589, 100
-17.24, 26.487, 100
-15.453, 27.386, 100
-13.666, 28.284, 100
-11.88, 29.183, 100
-10.093, 30.081, 100
-8.306, 30.98, 100
-6.519, 31.879, 100
-4.732, 32.777, 100
-2.946, 33.676, 100
-1.159, 34.574, 100
0.628, 35.473, 100
2.415, 36.371, 100
4.202, 37.27, 100
5.988, 38.168, 100
7.775, 39.067, 100
9.562, 39.965, 100
11.349, 40.864, 100
13.135, 41.762, 100
14.922, 42.661, 100
16.709, 43.559, 100
18.496, 44.458, 100
20.283, 45.356, 100
22.069, 46.255, 100
23.859, 47.148, 100
25.661, 48.016, 100
27.463, 48.883, 100
29.265, 49.751, 100
31.067, 50.619, 100
32.869, 51.486, 100
34.671, 52.354, 100
36.473, 53.222, 100
38.275, 54.089, 100
40.077, 54.957, 100
41.879, 55.825, 100
43.681, 56.692, 100
45.483, 57.56, 100
47.13, 58.379, 100
45.153, 58.075, 100
43.176, 57.771, 100
41.199, 57.467, 100
39.223, 57.163, 100
37.246, 56.859, 100
35.269, 56.555, 100
33.292, 56.25, 100
31.316, 55.946, 100
29.339, 55.642, 100
27.362, 55.338, 100
25.385, 55.034, 100
23.409, 54.73, 100
21.432, 54.426, 100
19.455, 54.122, 100
17.478, 53.818, 100
15.502, 53.513, 100
13.525, 53.209, 100
11.548, 52.905, 100
9.571, 52.601, 100
7.595, 52.297, 100
5.618, 51.993, 100
3.641, 51.689, 100
1.664, 51.385, 100
-0.312, 51.08, 100
-2.289, 50.776, 100
-4.266, 50.472, 100
-6.243, 50.168, 100
-8.219, 49.864, 100
-10.196, 49.56, 100
-12.173, 49.256, 100
-14.15, 48.952, 100
-16.126, 48.648, 100
-18.103, 48.343, 100
-20.08, 48.039, 100
-22.056, 47.735, 100
-24.034, 47.435, 100
-26.033, 47.397, 100
-28.033, 47.359, 100
-30.033, 47.321, 100
-32.032, 47.283, 100
-34.032, 47.245, 100
-36.031, 47.207, 100
-38.031, 47.169, 100
-40.031, 47.131, 100
-42.03, 47.093, 100
-44.03, 47.054, 100
-46.03, 47.016, 100
-48.029, 47.016, 100
-50.029, 47.053, 100
-52.029, 47.089, 100
-54.028, 47.125, 100
-56.028, 47.162, 100
-58.028, 47.198, 100
-59.429, 48.111, 100
-60.193, 49.959, 100
-60.957, 51.808, 100
-61.721, 53.656, 100
-62.485, 55.504, 100
-63.249, 57.353, 100
-64.013, 59.201, 100
-64.777, 61.049, 100
-65.541, 62.898, 100
