-69.538, -0.723, 20
-68.637, -2.34, 20
-66.68, -2.142, 66.788
-64.841, -1.36, 73.897
-63.081, -0.412, 70.376
-61.364, 0.614, 66.67
-59.67, 1.677, 62.744
-57.985, 2.755, 58.556
-56.299, 3.831, 54.045
-54.601, 4.888, 49.121
-52.878, 5.902, 43.645
-51.103, 6.824, 37.377
-49.239, 7.538, 29.83
-47.314, 7.409, 20
-46.82, 6.437, 100
-46.878, 8.436, 100
-46.937, 10.436, 100
-46.996, 12.435, 100
-47.055, 14.434, 100
-47.113, 16.433, 100
-47.172, 18.432, 100
-47.231, 20.431, 100
-47.29, 22.43, 100
-46.451, 23.568, 100
-44.452, 23.589, 100
-42.452, 23.611, 100
-40.452, 23.633, 100
-38.452, 23.655, 100
-36.452, 23.676, 100
-34.452, 23.698, 100
-32.452, 23.72, 100
-30.452, 23.742, 100
-28.453, 23.763, 100
-26.453, 23.785, 100
-24.453, 23.807, 100
-22.567, 24.306, 100
-20.775, 25.193, 100
-18.982, 26.08, 100
-17.189, 26.966, 100
-15.396, 27.853, 100
-13.603, 28.739, 100
-11.811, 29.626, 100
-10.018, 30.512, 100
-8.225, 31.399, 100
-6.432, 32.285, 100
-4.64, 33.172, 100
-2.847, 34.058, 100
-1.054, 34.945, 100
0.739, 35.831, 100
2.532, 36.718, 100
4.324, 37.605, 100
6.117, 38.491, 100
7.91, 39.378, 100
9.703, 40.264, 100
11.495, 41.151, 100
13.288, 42.037, 100
15.081, 42.924, 100
16.874, 43.81, 100
18.667, 44.697, 100
20.459, 45.583, 100
22.252, 46.47, 100
24.042, 47.362, 100
25.827, 48.264, 100
27.612, 49.166, 100
29.397, 50.068, 100
31.182, 50.97, 100
32.967, 51.872, 100
34.752, 52.774, 100
36.537, 53.676, 100
38.322, 54.578, 100
40.107, 55.48, 100
41.892, 56.383, 100
43.677, 57.285, 100
45.462, 58.187, 100
47.247, 59.089, 100
45.76, 58.919, 100
43.788, 58.59, 100
41.815, 58.262, 100
39.842, 57.933, 100
37.869, 57.604, 100
35.896, 57.275, 100
33.924, 56.946, 100
31.951, 56.618, 100
29.978, 56.289, 100
28.005, 55.96, 100
26.032, 55.631, 100
24.06, 55.302, 100
22.087, 54.974, 100
20.114, 54.645, 100
18.141, 54.316, 100
16.168, 53.987, 100
14.196, 53.658, 100
12.223, 53.33, 100
10.25, 53.001, 100
8.277, 52.672, 100
6.305, 52.343, 100
4.332, 52.014, 100
2.359, 51.686, 100
0.386, 51.357, 100
-1.587, 51.028, 100
-3.559, 50.699, 100
-5.532, 50.37, 100
-7.505, 50.042, 100
-9.478, 49.713, 100
-11.451, 49.384, 100
-13.423, 49.055, 100
-15.396, 48.726, 100
-17.369, 48.398, 100
-19.342, 48.069, 100
-21.314, 47.74, 100
-23.287, 47.411, 100
-25.28, 47.307, 100
-27.28, 47.284, 100
-29.28, 47.262, 100
-31.279, 47.239, 100
-33.279, 47.217, 100
-35.279, 47.194, 100
-37.279, 47.172, 100
-39.279, 47.149, 100
-41.279, 47.127, 100
-43.279, 47.104, 100
-45.279, 47.082, 100
-47.279, 47.065, 100
-49.279, 47.065, 100
-51.279, 47.065, 100
-53.279, 47.065, 100
-55.279, 47.065, 100
-57.279, 47.065, 100
-59.081, 47.368, 100
-59.886, 49.199, 100
-60.692, 51.029, 100
-61.497, 52.86, 100
-62.303, 54.691, 100
-63.108, 56.521, 100
-63.913, 58.352, 100
-64.719, 60.182, 100
-65.524, 62.013, 100
-66.33, 63.844, 100
-67.135, 65.674, 100
-66.378, 66.037, 100
-64.5, 65.347, 100
-62.623, 64.658, 100
-60.745, 63.969, 100
-58.868, 63.28, 100
-56.99, 62.591, 100
-55.113, 61.901, 100
-53.235, 61.212, 100
-51.358, 60.523, 100
-49.48, 59.834, 100
-47.603, 59.145, 100
-45.638, 58.939, 100
-43.638, 58.928, 100
-41.638, 58.917, 100
-39.638, 58.906, 100
-37.638, 58.895, 100
-35.638, 58.884, 100
-33.638, 58.873, 100
-31.638, 58.862, 100
-29.638, 58.851, 100
-27.638, 58.84, 100
-25.638, 58.829, 100
-23.638, 58.818, 100
-21.638, 58.807, 100
-19.638, 58.796, 100
-17.638, 58.785, 100
-15.638, 58.774, 100
-13.638, 58.764, 100
-11.638, 58.753, 100
-9.638, 58.742, 100
-7.638, 58.731, 100
-5.638, 58.72, 100
-3.638, 58.709, 100
-1.638, 58.698, 100
-0.042, 59.102, 100
0.007, 61.101, 100
0.056, 63.101, 100
0.105, 65.1, 100
0.153, 67.1, 100
0.202, 69.099, 100
1.852, 68.502, 100
3.66, 67.648, 100
5.468, 66.794, 100
7.276, 65.939, 100
9.085, 65.085, 100
10.893, 64.23, 100
12.701, 63.376, 100
14.51, 62.521, 100
16.318, 61.667, 100
18.126, 60.812, 100
19.934, 59.958, 100
21.743, 59.103, 100
23.551, 58.249, 100
25.359, 57.394, 100
27.168, 56.54, 100
28.976, 55.685, 100
30.784, 54.831, 100
32.592, 53.977, 100
34.401, 53.122, 100
36.209, 52.268, 100
38.017, 51.413, 100
39.826, 50.559, 100
41.634, 49.704, 100
43.442, 48.85, 100
45.25, 47.995, 100
47.059, 47.141, 100
47.248, 45.243, 100
47.278, 43.243, 100
47.309, 41.244, 100
47.339, 39.244, 100
